ip=  0 ,FFP(MV)= 79.70 ,Rc(GV)=  6.12 depth(g/cm2)=  1.9781E+02 g=    0.15
 Total flux (/cm2/s)=   0.99936984687715869     
    E(MeV/n)        u        v        w
  2.0264E+00  0.82511 -0.52032  0.22014
  1.0910E+00  0.52379 -0.16535  0.83564
  1.6112E+01  0.21729 -0.75830  0.61463
  8.8419E+00 -0.67336 -0.10232  0.73220
  5.9752E+00  0.63303  0.76390 -0.12542
  1.7587E+00  0.29037 -0.84471  0.44961
  3.5397E+02  0.68933  0.64467  0.33050
  1.2704E+00 -0.77176 -0.53095  0.34996
  4.3617E+01  0.03093 -0.69326  0.72002
  4.9161E+00  0.78591  0.44502 -0.42930
  1.5101E+02 -0.51299 -0.84189 -0.16750
  4.1462E+02 -0.33550  0.40035  0.85274
  9.6718E+01 -0.60304  0.60417  0.52088
  6.3824E+02 -0.41932 -0.17008  0.89176
  3.5378E+02 -0.71207  0.58557 -0.38737
  6.0886E+02  0.72936  0.36859  0.57635
  3.5374E+01  0.56467 -0.29132  0.77219
  4.5856E+00  0.36091 -0.61475  0.70130
  3.8686E+01 -0.14469  0.79525  0.58876
  1.7203E+00  0.08298  0.56155  0.82327
  1.6784E+01  0.64527 -0.45791 -0.61150
  3.9840E+00 -0.86465 -0.28434  0.41417
  1.7332E+02 -0.47656  0.73310  0.48524
  9.0015E+00  0.86716  0.49612 -0.04352
  1.5050E+00 -0.81563 -0.14974  0.55886
  8.9394E+00  0.37411  0.03772 -0.92662
  1.5378E+02  0.67323  0.62655  0.39267
  5.4526E+01  0.34103  0.26736  0.90123
  2.2695E+02 -0.43562  0.80254  0.40763
  1.3629E+00 -0.16116 -0.95734 -0.23984
  2.6997E+00 -0.38115 -0.81388  0.43854
  1.3399E+00  0.54152 -0.11053 -0.83339
  1.0286E+00 -0.29896 -0.64649  0.70191
  2.8863E+00  0.17925  0.33278  0.92581
  1.7970E+02 -0.61952 -0.32204  0.71588
  8.9944E+00  0.33925  0.29286  0.89395
  1.0572E+00 -0.61514 -0.67906 -0.40060
  9.1732E+02 -0.10855 -0.75075  0.65161
  4.5313E+01 -0.13660 -0.78056  0.60997
  5.3947E+00  0.63141 -0.54024  0.55630
  2.1646E+02 -0.06322  0.39747  0.91543
  1.8837E+00  0.03121 -0.90500  0.42426
  3.3917E+01  0.94361  0.21530 -0.25149
  2.9603E+00 -0.94446  0.12990  0.30188
  3.6241E+00 -0.20815  0.53696 -0.81752
  8.9428E+00  0.18553 -0.06291 -0.98062
  9.6206E+02  0.64703 -0.27775  0.71007
  7.5010E+02  0.56720  0.14087  0.81144
  4.0403E+00  0.88983 -0.45151  0.06592
  1.6074E+01 -0.00168 -0.17983  0.98370
  2.4410E+00 -0.82806  0.18786 -0.52824
  1.1970E+00 -0.58323  0.29229 -0.75790
  2.0814E+02 -0.81922  0.57337  0.01118
  3.1673E+00  0.17291 -0.27639 -0.94536
  2.2243E+01  0.95727  0.21235 -0.19630
  5.6796E+02 -0.24783  0.80739  0.53544
  2.2475E+02  0.49471  0.85439  0.15901
  5.3333E+01 -0.11911  0.89420 -0.43152
  9.3404E+00 -0.47612 -0.87067 -0.12345
  6.5880E+01 -0.08174 -0.28983  0.95358
  6.0695E+01  0.79542 -0.26480  0.54515
  1.1700E+00 -0.83492 -0.07024  0.54588
  1.9446E+02  0.08616 -0.58349  0.80754
  1.2495E+00  0.56542 -0.53157  0.63066
  1.3041E+02 -0.80672 -0.59093  0.00317
  7.4082E+01 -0.18588  0.67616  0.71293
  7.7911E+01  0.05336 -0.80027  0.59726
  1.8247E+02 -0.53093  0.84397  0.07634
  8.8686E+01 -0.10200 -0.90076 -0.42217
  2.9320E+02  0.35917 -0.80611  0.47031
  1.2964E+00  0.01021 -0.64949  0.76030
  1.3746E+00  0.99658 -0.05521  0.06155
  2.9789E+02  0.02043  0.82976  0.55774
  2.6499E+00  0.67629 -0.45633 -0.57827
  1.9752E+00 -0.33758 -0.87301  0.35199
  1.7279E+02 -0.12329 -0.17611  0.97662
  7.4486E+01  0.48844  0.83803  0.24320
  6.0539E+01  0.27175  0.92127  0.27823
  2.0608E+02 -0.23321 -0.52120  0.82096
  2.0318E+00 -0.70163 -0.62089 -0.34957
  3.0849E+02 -0.81091  0.12307  0.57208
  1.9901E+01  0.63303  0.13549 -0.76218
  5.1158E+00 -0.30136  0.79671 -0.52386
  2.9894E+02  0.53401 -0.54996  0.64217
  8.0883E+00  0.71730 -0.62307 -0.31188
  2.9275E+00  0.46738 -0.71139  0.52487
  1.2374E+01  0.17847  0.29782  0.93779
  1.1643E+02 -0.21622 -0.87584  0.43146
  5.0378E+00 -0.83215 -0.24650 -0.49676
  1.1038E+02  0.81067 -0.31931 -0.49077
  1.0449E+02 -0.46160  0.87884 -0.12067
  5.0211E+02 -0.76854 -0.32383  0.55180
  2.6013E+00 -0.74300 -0.13337 -0.65587
  1.4083E+02  0.64590  0.64773  0.40404
  1.0465E+02 -0.79116  0.33505  0.51167
  1.5497E+02  0.44160 -0.11643  0.88963
  4.9576E+01  0.25861  0.01842  0.96581
  1.5023E+02 -0.59620 -0.58264  0.55234
  9.6491E+02 -0.08260  0.83731  0.54046
  1.3623E+02  0.97892  0.00791  0.20411
  9.7243E+02  0.03615 -0.55408  0.83168
  7.7169E+00  0.84734 -0.15949  0.50654
  1.6226E+01 -0.00970  0.99961  0.02619
  3.5117E+00 -0.32016  0.46158 -0.82731
  1.4311E+00  0.63502 -0.01586 -0.77234
  2.2280E+00  0.47039  0.69233  0.54718
  9.3032E+01  0.99984 -0.00407 -0.01750
  1.7719E+00 -0.62658  0.71305 -0.31459
  7.4595E+01  0.02248 -0.99973  0.00647
  4.9725E+01 -0.66542 -0.72396 -0.18192
  3.5918E+00  0.91779 -0.33767  0.20889
  2.4111E+02  0.46512 -0.59074  0.65931
  2.0915E+02 -0.47495 -0.78961  0.38851
  1.2250E+01 -0.39220 -0.43140  0.81245
  5.3395E+00  0.01883  0.99963  0.01956
  2.9773E+02  0.70234  0.10638 -0.70385
  1.1029E+00  0.90802 -0.41731 -0.03682
  2.4484E+00 -0.71078 -0.29290 -0.63953
  1.3773E+00 -0.53056  0.81374  0.23734
  1.1570E+02  0.93451  0.35565  0.01455
  1.5630E+02 -0.88224 -0.41050  0.23054
  1.9139E+02 -0.71131  0.67667  0.19013
  7.6138E+01 -0.74308  0.58123  0.33167
  7.3009E+01  0.45440  0.22825  0.86106
  5.7097E+00 -0.07257 -0.73647  0.67256
  1.6528E+02  0.92968  0.35590 -0.09500
  8.8298E+01 -0.77104  0.46843  0.43136
  8.1266E+00  0.36969 -0.73809  0.56441
  1.4946E+02 -0.84056  0.23624  0.48750
  3.8588E+00  0.46784  0.17029 -0.86725
  3.4714E+01  0.02449  0.66943  0.74247
  3.0190E+00 -0.21191 -0.90901  0.35889
  1.6440E+00 -0.63217 -0.50660 -0.58628
  7.9998E+00 -0.63683 -0.11415 -0.76250
  2.1379E+01  0.84712 -0.39797  0.35216
  5.0226E+00  0.76761  0.62462 -0.14362
  1.0405E+00  0.82309  0.38265  0.41965
  2.0053E+00  0.68080 -0.72006  0.13427
  9.1560E+01 -0.20000  0.79508  0.57258
  7.1806E+01  0.09459  0.11620  0.98871
  3.1209E+02 -0.63117 -0.49269  0.59907
  1.2263E+00 -0.13792 -0.94112  0.30866
  1.7374E+01  0.27970 -0.64330  0.71270
  2.6679E+01 -0.59630 -0.70649 -0.38116
  3.8923E+01  0.24160 -0.95937  0.14576
  1.6851E+00 -0.57344  0.34487  0.74312
  9.5980E+01  0.53356 -0.22759  0.81457
  6.7509E+01 -0.66641  0.69085  0.28041
  5.9554E+00 -0.46459 -0.55055 -0.69358
  2.2296E+01 -0.44850  0.02976  0.89329
  1.6908E+01  0.62953  0.39929  0.66653
  1.7834E+02 -0.73243  0.55385 -0.39597
  1.7106E+02  0.23746  0.83578  0.49507
  9.9329E+02  0.84001 -0.31736  0.44007
  2.6128E+01  0.63799 -0.13268 -0.75853
  5.2316E+01 -0.08153  0.87224  0.48224
  2.1186E+00 -0.81559 -0.47789  0.32624
  1.1684E+02 -0.10149 -0.53161  0.84088
  1.3470E+01 -0.82817 -0.40628  0.38609
  1.2729E+00  0.81922 -0.12127  0.56051
  1.9015E+00 -0.58215 -0.64116  0.50001
  1.2019E+02  0.68894 -0.43345  0.58094
  1.0193E+02 -0.01284 -0.20796  0.97805
  4.8102E+02 -0.97751 -0.00324  0.21087
  5.4426E+01 -0.74003 -0.07322  0.66858
  2.7028E+01  0.65338 -0.74847  0.11356
  5.7673E+00 -0.55995 -0.33995  0.75557
  2.2520E+02  0.58385 -0.59776  0.54936
  6.3089E+00  0.39135  0.25188  0.88510
  2.6361E+01  0.13164  0.94733  0.29195
  1.0426E+02 -0.36616 -0.72317  0.58562
  1.2166E+02  0.58768 -0.18375  0.78795
  1.9805E+02  0.68946 -0.07421  0.72052
  2.5557E+02 -0.27774  0.54951  0.78797
  4.7661E+01  0.39969 -0.05805  0.91481
  8.9877E+00  0.16083 -0.93016 -0.33005
  5.0779E+00 -0.99360  0.10148 -0.04958
  1.1322E+01  0.23588  0.91794  0.31899
  2.6108E+02  0.44703  0.10977  0.88776
  3.2751E+01  0.61376  0.49656  0.61379
  5.5137E+00 -0.03592 -0.95564 -0.29235
  9.6579E+01  0.60384 -0.58834 -0.53781
  1.9299E+00  0.24608 -0.47710  0.84370
  4.6027E+00 -0.67299  0.68675  0.27470
  1.1558E+02  0.60909  0.01814  0.79289
  2.0208E+02  0.42251  0.87283  0.24423
  4.6998E+00  0.50165 -0.86332 -0.05508
  1.5127E+02  0.75665  0.58350 -0.29496
  2.4432E+02  0.13580 -0.99061  0.01590
  1.5644E+00 -0.07027  0.82389  0.56238
  2.9587E+00  0.58408 -0.76351  0.27550
  3.8507E+01 -0.25679 -0.61128 -0.74860
  3.0563E+01  0.01775 -0.72011  0.69363
  4.3452E+01 -0.27439  0.59536  0.75515
  2.7215E+00  0.94612  0.03879  0.32150
  3.9189E+01 -0.07816  0.93781  0.33824
  5.7540E+01  0.73158  0.66039  0.16934
  1.8214E+02  0.74245 -0.66809  0.04922
  2.2789E+00 -0.66804  0.27508  0.69141
  7.9251E+00 -0.97651 -0.20860 -0.05404
  2.8361E+00  0.97035 -0.21638 -0.10773
  1.5242E+00  0.17814 -0.50007 -0.84746
  1.2523E+02  0.27709 -0.87342  0.40044
  2.0016E+00  0.29233 -0.85904  0.42023
  1.2007E+02  0.95129 -0.05454  0.30343
  1.8424E+02  0.30205  0.59969  0.74103
  1.4348E+00  0.12336  0.52574 -0.84165
  9.6347E+00 -0.06161  0.31796  0.94610
  6.0511E+01  0.71518 -0.23625  0.65780
  1.3662E+02  0.86375 -0.11240  0.49123
  2.8997E+02 -0.89122 -0.05628  0.45006
  3.4431E+01 -0.64846 -0.75691 -0.08111
  2.1029E+02  0.22994 -0.19718  0.95302
  1.0714E+02 -0.91848  0.34850  0.18692
  2.0516E+00 -0.21644 -0.85015  0.48000
  1.6890E+00  0.98415 -0.00114 -0.17734
  5.3390E+02  0.67756 -0.51830  0.52180
  2.3884E+00  0.37483  0.06150 -0.92505
  7.8760E+01  0.77333 -0.17480  0.60943
  3.0645E+02 -0.92782 -0.10486  0.35799
  1.7202E+02 -0.12001 -0.82835  0.54720
  9.3638E+01  0.94637 -0.27062 -0.17650
  5.8268E+01 -0.48107  0.62461 -0.61517
  1.1667E+00 -0.60334 -0.65601  0.45347
  4.7914E+01  0.80134 -0.22761  0.55322
  5.7951E+00 -0.45641  0.88972 -0.00985
  1.6746E+01 -0.74258  0.53532  0.40249
  3.8950E+00  0.31104 -0.63055  0.71110
  1.5367E+02 -0.80461 -0.15193  0.57403
  1.2565E+02 -0.41806  0.79436  0.44070
  3.1161E+02  0.52833  0.16520  0.83281
  3.3205E+02  0.63248 -0.13034  0.76353
  8.3856E+01  0.93396  0.26044 -0.24472
  3.1828E+02  0.34757 -0.11377  0.93073
  1.1878E+00  0.93764 -0.26918 -0.21993
  1.5524E+00  0.86574 -0.32516  0.38048
  2.2960E+01 -0.75378  0.62264  0.21007
  8.9601E+01  0.25078 -0.78505  0.56640
  1.0133E+02 -0.05173 -0.53329  0.84435
  9.8351E+02  0.17800  0.58791  0.78910
  8.5861E+00 -0.04735 -0.94234 -0.33129
  3.3546E+01 -0.84082  0.46479  0.27748
  6.5983E+00  0.90072 -0.30131  0.31291
  1.1813E+00  0.56298 -0.54599  0.62044
  2.8787E+02  0.50477  0.74204 -0.44112
  2.6178E+00  0.34379 -0.52804  0.77652
  1.4321E+02 -0.98058  0.12208  0.15348
  6.4162E+01  0.85769 -0.36329  0.36385
  5.1677E+02  0.32940 -0.02309  0.94391
  1.6847E+01  0.94815  0.09971  0.30177
  1.6878E+02  0.03036 -0.12784  0.99133
  5.3385E+01 -0.19467  0.97590 -0.09858
  2.2095E+00 -0.85720 -0.30235  0.41689
  1.0440E+02 -0.95272 -0.27507  0.12906
  8.4677E+01 -0.76665  0.44273  0.46502
  3.7319E+01  0.56473  0.81143 -0.15055
  5.7343E+00 -0.32764 -0.76483  0.55469
  6.4393E+01 -0.77592 -0.59163  0.21890
  2.1937E+00 -0.51126  0.66590  0.54332
  6.6178E+00  0.37187 -0.81542 -0.44363
  3.0453E+00  0.75914 -0.54294 -0.35906
  2.8746E+00 -0.47299  0.07721 -0.87768
  1.1069E+01  0.16569 -0.22554  0.96004
  8.0401E+00 -0.48357  0.81259  0.32536
  7.9497E+00  0.22874 -0.71790 -0.65749
  2.1515E+00  0.83989 -0.43690  0.32202
  1.5223E+00 -0.37190 -0.87424 -0.31210
  2.2955E+02  0.72632 -0.48012  0.49188
  1.6724E+02  0.42518 -0.67428  0.60380
  7.2992E+02  0.34456 -0.93875  0.00445
  9.2505E+01 -0.51610  0.66145  0.54417
  4.9126E+00 -0.43890  0.63825  0.63246
  6.0553E+00  0.99609 -0.07527 -0.04635
  1.2898E+00 -0.66307  0.60205 -0.44483
  3.7776E+00 -0.99044  0.09245 -0.10241
  4.3983E+02  0.28849 -0.09457  0.95280
  4.5786E+00  0.92896 -0.14363  0.34118
  3.6758E+00 -0.87497  0.40474 -0.26571
  6.5385E+01  0.25714  0.53687  0.80352
  1.1900E+00 -0.75907 -0.55678  0.33735
  1.4652E+00 -0.36089  0.07473  0.92961
  1.6812E+02  0.83892  0.31090  0.44672
  5.3673E+00  0.17099  0.66024 -0.73133
  3.8879E+00  0.87294 -0.48758  0.01570
  1.0799E+00 -0.92253 -0.24146  0.30105
  6.2553E+00  0.40517 -0.70787  0.57858
  2.2913E+01 -0.28124 -0.68675 -0.67028
  2.2996E+02  0.90641 -0.14957  0.39503
  1.9404E+01  0.89067  0.30581 -0.33645
  3.6241E+00 -0.19487  0.98011 -0.03763
  1.8022E+02 -0.88153 -0.45747  0.11678
  4.9570E+01 -0.33293  0.68047 -0.65278
  3.5051E+00 -0.98952  0.06794  0.12745
  3.6740E+00  0.40108  0.54143  0.73891
  2.9171E+00  0.60451  0.20962  0.76852
  1.5906E+00 -0.96889  0.24599 -0.02737
  4.8170E+00 -0.44595  0.79376  0.41362
  1.5936E+02 -0.90646 -0.19998  0.37194
  8.6694E+01 -0.37161  0.32347  0.87021
  2.5122E+01  0.18500 -0.93919  0.28929
  2.1917E+00 -0.03918  0.72685  0.68568
  3.6412E+00 -0.49178 -0.11849 -0.86262
  2.5929E+01 -0.30261  0.58923 -0.74916
  8.0806E+00  0.21400 -0.97528 -0.05499
  4.7536E+02 -0.75946  0.07804  0.64586
  8.9375E+01  0.20496  0.03595  0.97811
  3.9478E+00  0.03513 -0.30652  0.95122
  5.4781E+00  0.01695 -0.16865 -0.98553
  1.2088E+01 -0.09536 -0.49654  0.86276
  1.5954E+01  0.47075  0.36489  0.80328
  1.5401E+00  0.56156  0.35515 -0.74734
  9.7772E+01  0.17517  0.96677 -0.18620
  1.3788E+00 -0.64269 -0.41833  0.64184
  3.2544E+01 -0.27879  0.31658  0.90667
  6.7201E+01 -0.13777 -0.66177  0.73694
  3.5794E+00 -0.41683 -0.88693  0.19903
  5.8681E+02 -0.61143 -0.58225  0.53585
  1.1754E+00  0.08215 -0.24348  0.96642
  1.5348E+00  0.33787  0.81357  0.47324
  2.7078E+00 -0.18494 -0.93505  0.30247
  2.3147E+00 -0.06617  0.74371  0.66522
  9.3404E+00  0.33850  0.91155  0.23346
  1.4901E+00 -0.78844  0.56952 -0.23240
  2.4249E+00  0.05362  0.42549  0.90337
  2.9716E+00 -0.49436 -0.52085 -0.69593
  5.0284E+01 -0.86039  0.33123  0.38731
  2.7991E+00  0.95912  0.24077  0.14870
  1.7459E+00 -0.03145  0.00092  0.99950
  4.3057E+02 -0.16523 -0.93529  0.31295
  5.2559E+01 -0.39115  0.87735  0.27795
  4.5817E+02  0.53399 -0.43235  0.72659
  6.3736E+00 -0.52771 -0.83608  0.14999
  9.7463E+00  0.29392 -0.94547 -0.14034
  1.9221E+01 -0.72892 -0.49721  0.47059
  3.4907E+02  0.49709 -0.41986  0.75936
  1.0660E+00 -0.24820 -0.66795 -0.70160
  1.2946E+00 -0.80715 -0.55835 -0.19172
  3.2712E+02  0.58510 -0.75180  0.30406
  1.7053E+02  0.68505 -0.68181  0.25660
  4.0488E+02  0.49754  0.24969  0.83073
  6.7176E+01  0.50472  0.85867 -0.08914
  3.7926E+00 -0.05856 -0.99827 -0.00496
  1.8933E+00  0.23121 -0.30189 -0.92488
  2.9433E+02  0.00534 -0.63338  0.77383
  2.1184E+02  0.27598 -0.10384  0.95554
  9.1624E+01  0.49646  0.51842  0.69626
  4.7252E+01 -0.32513 -0.72669  0.60515
  4.9938E+01 -0.26235 -0.35854  0.89589
  1.5845E+00 -0.52037  0.79900  0.30135
  6.6014E+02 -0.22576 -0.71671  0.65981
  2.8942E+02 -0.04828  0.09895  0.99392
  1.6859E+00  0.39880  0.31549  0.86106
  6.9143E+00 -0.02667 -0.98078  0.19326
  2.3542E+01  0.16509 -0.98540 -0.04166
  2.8812E+01 -0.72043 -0.06752 -0.69023
  2.5388E+02 -0.59144  0.44356  0.67339
  2.6293E+00 -0.35613 -0.93372  0.03648
  2.5584E+01  0.69635 -0.55825 -0.45105
  4.2442E+01  0.45450 -0.09738  0.88541
  4.0580E+00 -0.37141 -0.69114 -0.61998
  2.7433E+00  0.75799 -0.26589 -0.59561
  4.8377E+01  0.87559 -0.39753  0.27443
  2.1252E+00 -0.63017 -0.67913 -0.37640
  7.4771E+00 -0.04252 -0.08457  0.99551
  8.9009E+00 -0.83669  0.54434 -0.06040
  7.3945E+00 -0.80871  0.50648  0.29909
  4.3706E+00 -0.14059  0.57102 -0.80881
  1.0220E+01 -0.73534 -0.64853  0.19666
  3.3946E+02 -0.67606  0.06625  0.73386
  1.4989E+02 -0.52861  0.51508  0.67473
  1.6467E+02 -0.96672  0.08576  0.24102
  9.4151E+00 -0.50364 -0.57724  0.64277
  1.0646E+00 -0.53581 -0.30473 -0.78743
  8.1846E+00 -0.47664  0.65622 -0.58497
  1.1561E+00  0.60843 -0.48601  0.62738
  2.0027E+02  0.36075  0.09309  0.92801
  1.4679E+00  0.27978  0.40034 -0.87261
  6.7524E+02  0.66052  0.50833  0.55256
  4.5919E+00 -0.97594 -0.20602  0.07137
  7.4196E+01  0.36513 -0.36207  0.85766
  2.8098E+00  0.25280  0.93557 -0.24656
  1.8003E+02  0.46012 -0.34689  0.81729
  3.0759E+02 -0.14283 -0.48435  0.86314
  1.0926E+02 -0.00572  0.24013  0.97072
  2.4424E+00 -0.11044  0.52095 -0.84641
  3.3977E+00  0.19406 -0.53170  0.82440
  1.2708E+01  0.28558  0.34125  0.89554
  5.0659E+02 -0.09427 -0.18836  0.97756
  6.9243E+01 -0.15826 -0.40274  0.90153
  1.0062E+01  0.14445  0.85160 -0.50389
  3.6998E+02 -0.93142 -0.36370 -0.01361
  4.9844E+01 -0.06024 -0.53872  0.84033
  2.2012E+00 -0.69791  0.70308  0.13639
  1.2076E+02  0.47776 -0.68613 -0.54860
  1.1963E+00 -0.67376  0.27020  0.68778
  4.1721E+01  0.80809 -0.26731  0.52491
  7.8986E+01  0.53194 -0.84400  0.06860
  7.4882E+01 -0.55120 -0.38734  0.73902
  4.1286E+01 -0.92746 -0.34416 -0.14621
  3.0097E+01  0.78939  0.47756  0.38575
  1.7171E+00 -0.50399 -0.84705  0.16883
  2.1461E+01 -0.02135 -0.85360  0.52048
  2.8104E+00  0.94027  0.24841 -0.23276
  4.3612E+00  0.28416  0.50813  0.81306
  1.4515E+02  0.91624 -0.37347  0.14501
  2.4884E+02  0.26332  0.83768  0.47850
  1.2612E+02 -0.44199  0.36044  0.82142
  1.3308E+01  0.72117 -0.60555  0.33648
  1.4083E+02  0.25741  0.79818  0.54466
  1.4182E+00 -0.04352  0.32826  0.94358
  1.6696E+00 -0.40134  0.14186 -0.90488
  3.4374E+01 -0.33469 -0.07819  0.93908
  5.7620E+02  0.27918 -0.90599  0.31818
  3.4335E+00 -0.55123 -0.52881  0.64537
  1.5742E+00  0.27593  0.40498 -0.87170
  4.3080E+01  0.95534 -0.18155  0.23316
  9.9429E+01 -0.74305 -0.28414  0.60593
  6.6667E+01 -0.95098  0.29897 -0.07915
  3.7695E+00 -0.65750 -0.23602  0.71554
  1.9111E+02 -0.03121 -0.48745  0.87259
  2.0423E+00  0.50789  0.20996 -0.83545
  9.4490E+01 -0.84395 -0.27419  0.46105
  3.0949E+02 -0.77457  0.54493  0.32109
  2.0337E+00 -0.87350 -0.47979  0.08242
  1.2186E+01  0.37878 -0.65705  0.65178
  1.5551E+01  0.80365  0.47059  0.36427
  1.3676E+00 -0.39174 -0.91430  0.10292
  1.6730E+02  0.07104 -0.65818  0.74950
  3.6925E+00 -0.78846 -0.14609  0.59748
  1.5787E+02  0.48064  0.20867  0.85173
  1.5119E+02  0.21378  0.13563  0.96742
  2.0557E+00  0.66677  0.61647 -0.41879
  3.1237E+00  0.34510  0.79223 -0.50327
  5.3477E+01 -0.51626 -0.06650  0.85385
  8.0891E+01  0.89526 -0.09994 -0.43419
  6.3803E+01  0.51760  0.49751  0.69611
  1.9021E+02  0.26678 -0.37441  0.88806
  5.1671E+01  0.30595  0.35955  0.88154
  1.0952E+02  0.03703 -0.89879  0.43681
  3.4408E+00 -0.33312  0.16723  0.92794
  6.0573E+01 -0.54376  0.14025  0.82744
  4.5473E+01 -0.65476 -0.40852  0.63593
  2.9617E+02  0.82576 -0.40861  0.38880
  1.1773E+00  0.02132 -0.93906  0.34310
  8.6604E+00 -0.18002 -0.68627  0.70472
  7.3842E+01 -0.46575  0.72710  0.50439
  1.5180E+00  0.46555  0.43649  0.76990
  3.5279E+00 -0.91637 -0.27011 -0.29546
  1.4429E+00 -0.61046 -0.77779 -0.14962
  1.0003E+00 -0.52536 -0.02902  0.85039
  1.7897E+00 -0.68959  0.05813  0.72186
  1.1460E+01 -0.15191  0.70531 -0.69243
  2.3504E+02  0.32711 -0.44074  0.83591
  8.5661E+01  0.90034 -0.00013  0.43519
  3.8882E+02 -0.60460  0.11016  0.78888
  2.6533E+02 -0.20893 -0.51704  0.83007
  1.7189E+01 -0.60118 -0.33933 -0.72349
  1.1703E+00  0.12286  0.20666 -0.97067
  2.7857E+02  0.59195 -0.66338  0.45774
  1.8072E+01 -0.16549 -0.72644 -0.66700
  1.4906E+01 -0.58443  0.20421 -0.78532
  7.0603E+01 -0.16429  0.51850  0.83915
  1.5457E+01  0.69476 -0.43441 -0.57323
  1.4262E+00  0.79135  0.57483  0.20815
  4.8209E+01  0.38995  0.76225  0.51665
  9.0606E+01  0.62088 -0.52231  0.58455
  2.3069E+00  0.27718 -0.73909  0.61393
  1.3093E+00 -0.74515  0.41903 -0.51882
  5.0274E+01  0.94705  0.32008  0.02530
  5.1761E+01  0.08320 -0.05244  0.99515
  8.1001E+00  0.97256  0.23167  0.02153
  1.1227E+01  0.72816 -0.36056 -0.58291
  2.7581E+02 -0.19822  0.36121  0.91117
  1.0286E+00 -0.79938 -0.29854  0.52141
  4.0916E+01 -0.11444 -0.99039 -0.07771
  1.7322E+01 -0.60332 -0.73567  0.30788
  3.8101E+01  0.84177 -0.52762  0.11419
  1.1658E+00  0.29387  0.08440  0.95211
  7.0653E+00 -0.08646 -0.84645  0.52540
  1.7867E+00 -0.29886  0.87350  0.38430
  5.0237E+01  0.19364  0.97834  0.07313
  1.3788E+01  0.63006 -0.67131 -0.39036
  6.2916E+02 -0.84303 -0.31749  0.43417
  3.0174E+00 -0.07633 -0.97863  0.19093
  1.1775E+01 -0.57280 -0.81256 -0.10791
  2.0205E+02  0.07646  0.60353  0.79366
  2.3595E+00 -0.69094  0.34402 -0.63582
  1.4392E+00  0.33471  0.35554 -0.87267
  2.1044E+00  0.59712 -0.36897  0.71225
  5.2956E+00 -0.67836  0.23011  0.69776
  2.2409E+01  0.11094  0.98677  0.11819
  1.1838E+00 -0.88217  0.13208  0.45203
  7.6140E+01 -0.23440  0.77600 -0.58556
  2.2009E+02 -0.45926  0.04960  0.88692
  3.6240E+01  0.38758  0.63081  0.67221
  2.1138E+02 -0.47407  0.55033  0.68731
  9.8180E+00  0.91819 -0.37987 -0.11239
  1.6935E+00  0.37410 -0.92723 -0.01724
  4.4860E+00  0.33479 -0.91413  0.22864
  1.6622E+02 -0.51381 -0.48186  0.70980
  1.4049E+00  0.46453 -0.78529 -0.40930
  6.4920E+01 -0.36776 -0.14227  0.91897
  2.0670E+00 -0.79296 -0.19448  0.57740
  1.8214E+02  0.09564  0.95081  0.29463
  2.3894E+00 -0.28839 -0.33283  0.89781
  1.1733E+02  0.55363 -0.42686  0.71504
  2.8420E+01 -0.43833 -0.56115  0.70212
  2.4263E+02  0.28848  0.94245 -0.16902
  2.3173E+01  0.02931 -0.82322  0.56697
  2.2583E+02  0.71157 -0.44238  0.54587
  1.3653E+02 -0.27141  0.45600  0.84758
  4.8975E+00 -0.60120 -0.43992 -0.66710
  9.7544E+01 -0.84993 -0.37733 -0.36775
  1.3473E+02  0.21181  0.06854  0.97490
  7.3929E+02  0.75483  0.25877  0.60272
  3.2280E+02  0.15632 -0.70317  0.69363
  3.4548E+01  0.45129  0.87276 -0.18610
  5.5234E+01  0.86593 -0.37851 -0.32695
  4.0334E+01 -0.70503  0.52905  0.47227
  1.0676E+00 -0.97880  0.08224 -0.18759
  7.1312E+01  0.95739 -0.14025  0.25244
  1.1727E+02 -0.64404 -0.45566  0.61447
  1.0306E+00  0.50766  0.81905  0.26730
  1.5063E+00  0.43791 -0.89532  0.08148
  2.1638E+00  0.72067 -0.58588 -0.37064
  2.4686E+02  0.23396  0.46360  0.85460
  3.9407E+01 -0.50546 -0.54663  0.66762
  1.4525E+01 -0.01642 -0.81912 -0.57339
  1.3291E+02 -0.84309  0.35629  0.40280
  9.9651E+01 -0.99772  0.05877 -0.03313
  3.3039E+00  0.71759  0.44425  0.53638
  1.4748E+00 -0.56219  0.79534  0.22666
  5.0258E+01 -0.15035  0.77354  0.61565
  9.5817E+01  0.21899  0.97280  0.07552
  1.8518E+00  0.90827  0.14605  0.39207
  5.4960E+01 -0.06525 -0.98742  0.14403
  2.3845E+00 -0.92993  0.01987 -0.36720
  4.6233E+02  0.16399 -0.94933  0.26809
  8.1164E+01 -0.73987  0.64953  0.17521
  1.8070E+01 -0.60751 -0.66654 -0.43204
  3.7383E+02 -0.11572 -0.71624  0.68819
  1.2589E+02  0.44097 -0.47916  0.75891
  8.6379E+02 -0.52753 -0.63055  0.56932
  1.3421E+00 -0.81896  0.57167 -0.04988
  1.1294E+00 -0.19341 -0.48032 -0.85550
  1.1557E+02 -0.56486 -0.82515 -0.00798
  4.1717E+01  0.20574 -0.69741  0.68651
  3.8114E+02  0.84159  0.04408  0.53831
